 2.000000e-01  1.039833e+00
 2.947368e-01  1.056114e+00
 3.894737e-01  1.071953e+00
 4.842105e-01  1.087381e+00
 5.789474e-01  1.102490e+00
 6.736842e-01  1.117383e+00
 7.684211e-01  1.131992e+00
 8.631579e-01  1.146401e+00
 9.578947e-01  1.160634e+00
 1.052632e+00  1.174711e+00
 1.147368e+00  1.188645e+00
 1.242105e+00  1.202450e+00
 1.336842e+00  1.216250e+00
 1.431579e+00  1.229823e+00
 1.526316e+00  1.243290e+00
 1.621053e+00  1.256656e+00
 1.715789e+00  1.269925e+00
 1.810526e+00  1.283100e+00
 1.905263e+00  1.296184e+00
 2.000000e+00  1.309178e+00
