 2.000000e-01  1.047642e+00
 2.947368e-01  1.061887e+00
 3.894737e-01  1.076379e+00
 4.842105e-01  1.090859e+00
 5.789474e-01  1.105260e+00
 6.736842e-01  1.119718e+00
 7.684211e-01  1.133912e+00
 8.631579e-01  1.147992e+00
 9.578947e-01  1.161965e+00
 1.052632e+00  1.175835e+00
 1.147368e+00  1.189607e+00
 1.242105e+00  1.203284e+00
 1.336842e+00  1.217317e+00
 1.431579e+00  1.230819e+00
 1.526316e+00  1.244231e+00
 1.621053e+00  1.257557e+00
 1.715789e+00  1.270796e+00
 1.810526e+00  1.283950e+00
 1.905263e+00  1.297021e+00
 2.000000e+00  1.310008e+00
