 2.000000e-01  1.041222e+00
 2.947368e-01  1.057049e+00
 3.894737e-01  1.072594e+00
 4.842105e-01  1.087807e+00
 5.789474e-01  1.102771e+00
 6.736842e-01  1.117625e+00
 7.684211e-01  1.132175e+00
 8.631579e-01  1.146545e+00
 9.578947e-01  1.160753e+00
 1.052632e+00  1.174811e+00
 1.147368e+00  1.188731e+00
 1.242105e+00  1.202525e+00
 1.336842e+00  1.216430e+00
 1.431579e+00  1.229995e+00
 1.526316e+00  1.243455e+00
 1.621053e+00  1.256814e+00
 1.715789e+00  1.270076e+00
 1.810526e+00  1.283244e+00
 1.905263e+00  1.296321e+00
 2.000000e+00  1.309308e+00
