 2.000000e-01  1.041462e+00
 2.947368e-01  1.057195e+00
 3.894737e-01  1.072685e+00
 4.842105e-01  1.087870e+00
 5.789474e-01  1.102819e+00
 6.736842e-01  1.117666e+00
 7.684211e-01  1.132214e+00
 8.631579e-01  1.146586e+00
 9.578947e-01  1.160797e+00
 1.052632e+00  1.174860e+00
 1.147368e+00  1.188785e+00
 1.242105e+00  1.202585e+00
 1.336842e+00  1.216497e+00
 1.431579e+00  1.230069e+00
 1.526316e+00  1.243536e+00
 1.621053e+00  1.256903e+00
 1.715789e+00  1.270174e+00
 1.810526e+00  1.283351e+00
 1.905263e+00  1.296437e+00
 2.000000e+00  1.309434e+00
