 2.000000e-01  1.039525e+00
 2.947368e-01  1.055973e+00
 3.894737e-01  1.071864e+00
 4.842105e-01  1.087315e+00
 5.789474e-01  1.102429e+00
 6.736842e-01  1.117295e+00
 7.684211e-01  1.131901e+00
 8.631579e-01  1.146306e+00
 9.578947e-01  1.160534e+00
 1.052632e+00  1.174605e+00
 1.147368e+00  1.188533e+00
 1.242105e+00  1.202331e+00
 1.336842e+00  1.216067e+00
 1.431579e+00  1.229631e+00
 1.526316e+00  1.243090e+00
 1.621053e+00  1.256447e+00
 1.715789e+00  1.269706e+00
 1.810526e+00  1.282871e+00
 1.905263e+00  1.295944e+00
 2.000000e+00  1.308926e+00
