 2.000000e-01  1.041000e+00
 2.947368e-01  1.056861e+00
 3.894737e-01  1.072417e+00
 4.842105e-01  1.087623e+00
 5.789474e-01  1.102568e+00
 6.736842e-01  1.117393e+00
 7.684211e-01  1.131908e+00
 8.631579e-01  1.146239e+00
 9.578947e-01  1.160403e+00
 1.052632e+00  1.174413e+00
 1.147368e+00  1.188282e+00
 1.242105e+00  1.202021e+00
 1.336842e+00  1.215870e+00
 1.431579e+00  1.229374e+00
 1.526316e+00  1.242769e+00
 1.621053e+00  1.256061e+00
 1.715789e+00  1.269251e+00
 1.810526e+00  1.282345e+00
 1.905263e+00  1.295343e+00
 2.000000e+00  1.308248e+00
