 2.000000e-01  1.039796e+00
 2.947368e-01  1.056093e+00
 3.894737e-01  1.071935e+00
 4.842105e-01  1.087362e+00
 5.789474e-01  1.102467e+00
 6.736842e-01  1.117357e+00
 7.684211e-01  1.131961e+00
 8.631579e-01  1.146365e+00
 9.578947e-01  1.160593e+00
 1.052632e+00  1.174664e+00
 1.147368e+00  1.188592e+00
 1.242105e+00  1.202390e+00
 1.336842e+00  1.216184e+00
 1.431579e+00  1.229749e+00
 1.526316e+00  1.243209e+00
 1.621053e+00  1.256567e+00
 1.715789e+00  1.269828e+00
 1.810526e+00  1.282994e+00
 1.905263e+00  1.296068e+00
 2.000000e+00  1.309053e+00
