 2.000000e-01  1.045960e+00
 2.947368e-01  1.060577e+00
 3.894737e-01  1.075367e+00
 4.842105e-01  1.090049e+00
 5.789474e-01  1.104583e+00
 6.736842e-01  1.119131e+00
 7.684211e-01  1.133371e+00
 8.631579e-01  1.147470e+00
 9.578947e-01  1.161440e+00
 1.052632e+00  1.175293e+00
 1.147368e+00  1.189034e+00
 1.242105e+00  1.202669e+00
 1.336842e+00  1.216655e+00
 1.431579e+00  1.230098e+00
 1.526316e+00  1.243446e+00
 1.621053e+00  1.256701e+00
 1.715789e+00  1.269865e+00
 1.810526e+00  1.282938e+00
 1.905263e+00  1.295923e+00
 2.000000e+00  1.308820e+00
