 2.000000e-01  1.039733e+00
 2.947368e-01  1.056008e+00
 3.894737e-01  1.071823e+00
 4.842105e-01  1.087218e+00
 5.789474e-01  1.102288e+00
 6.736842e-01  1.117141e+00
 7.684211e-01  1.131704e+00
 8.631579e-01  1.146065e+00
 9.578947e-01  1.160247e+00
 1.052632e+00  1.174269e+00
 1.147368e+00  1.188145e+00
 1.242105e+00  1.201888e+00
 1.336842e+00  1.215624e+00
 1.431579e+00  1.229128e+00
 1.526316e+00  1.242523e+00
 1.621053e+00  1.255814e+00
 1.715789e+00  1.269003e+00
 1.810526e+00  1.282094e+00
 1.905263e+00  1.295090e+00
 2.000000e+00  1.307993e+00
