 2.000000e-01  1.046792e+00
 2.947368e-01  1.061291e+00
 3.894737e-01  1.075961e+00
 4.842105e-01  1.090557e+00
 5.789474e-01  1.105035e+00
 6.736842e-01  1.119548e+00
 7.684211e-01  1.133777e+00
 8.631579e-01  1.147881e+00
 9.578947e-01  1.161869e+00
 1.052632e+00  1.175749e+00
 1.147368e+00  1.189526e+00
 1.242105e+00  1.203204e+00
 1.336842e+00  1.217238e+00
 1.431579e+00  1.230736e+00
 1.526316e+00  1.244144e+00
 1.621053e+00  1.257463e+00
 1.715789e+00  1.270696e+00
 1.810526e+00  1.283842e+00
 1.905263e+00  1.296904e+00
 2.000000e+00  1.309882e+00
